ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
410,9,Motorway rules,19,What should you do when you're approaching roadwork on a motorway?,no,Speed up to clear the area wuickly,no,Always use the hard shoulder,no,Obey the speed limit,no,Stay very close to the vehicle in front,no,C
411,9,Motorway rules,20,Which vehicle are prohibited from using the motorway?,no,Pawrored mobility scooters,no,Motorcycles over 50 cc,no,Double-deck buses,no,Cars with automatic transmission,no,A
412,9,Motorway rules,21,What should you do while you're driving or riding alone a motorway?,no,Look much further ahead than you would on other roads,no,Travel musch faster than you would on other roads,no,Maintain a shorter separation distance than you would on other roads,no,Concentrate more than you would on other roads,no,A
413,9,Motorway rules,22,What should you do immediately after joining a motorway?,no,Try to overtake,no,Re-adjust your mirrors,no,Position your vehicle in the centre lane,no,Stay in the left-hand lane,no,D
414,9,Motorway rules,23,When would you use the right-hand lane on a three-lane motorway?,no,When you're turning right,no,When you're overtaking,no,When you're travelling above the speed limit,no,When you're trying to save fuel,no,B
415,9,Motorway rules,24,You're on a motorway that isn't subject to smart motorway regulations. When should you use the hard shoulder?,yes,When you're stopping in an emergency,no,When you're leaving the motorway,no,When you're stopping for a rest,no,When you're joining the motorway,no,A
416,9,Motorway rules,25,You're in the right-hand lane of a three-lane motorway. What do these overhead signs mean?,yes,Move to the left and reduce your speed to 50 mph,no,There are roadworks 50 metres (55 yards) ahead,no,Use the hard shoulder until you've passed the hazard,no,Leave the motorway at the next exit,no,A
417,9,Motorway rules,26,When are you allowed to stop on a motorway?,no,When you need to walk and get fresh air,no,When you wish to pick up hitchhikers,no,When you're signalled to do so by traffic signals,no,When you need to use a mobile telephone,no,C
418,9,Motorway rules,27,You're travelling in the left-hand lane of a three-lane motorway. How should you react to traffic joining from a slip road?,no,Increase your speed to ensure they join behind you,no,Adjust your speed or change lane if you can do so safely,no,Maintain a steady speed,no,Switch on your hazard warning lights,no,B
419,9,Motorway rules,28,How should you use the lanes on a motorway?,no,Use the lane that has the least traffic,no,Keep to the left-hand lane unless you're overtaking,no,Overtake using the lane that's clearest,no,Stay in one lane until you reach your exit,no,B
420,9,Motorway rules,29,You're travelling along a motorway. When are you allowed to overtake on the left?,no,When you can see well ahead that the hard shoulder is clear,no,When the traffic in the right-hand lane is signalling right,no,When you warn drivers behind by signalling left,no,When in queues and traffic to your right is moving more slowly than you are,no,D
421,9,Motorway rules,30,When would you use an emergency refuge area on a smart motorway?,no,In cases of emergency of breakdown,no,If you think you'll be involved in a road rage incident,no,To stop and check where you are,no,To make a private phone call,no,A
422,9,Motorway rules,31,Traffic officers operate on motorways and some primary routes in England and Wales. What are they authorised to do?,no,Stop and arrest drivers who break the law,no,Repair broken-down vehicles on the motorway,no,Issue fixed penalty notices,no,Stop and direct anyone on a motorway,no,D
423,9,Motorway rules,32,You're on a smart motorway. What does it mean when a red cross is displayed above the hard shoulder?,yes,Pull up in this lane to answer your mobile,no,Use this lane as a running lane,no,This lane can be used if you need a rest,no,You must not travel in this lane,no,D
424,9,Motorway rules,33,You have stopped in an emergency refuge area. What must yo do before you rejoin the carriageway?,no,Use the emergency telephone,no,Give an arm signal as you are moving off,no,Switch on your vehicle's headlights,no,Move away with your hazard lights on,no,A
425,9,Motorway rules,34,How should you rejoin the motorway after a breakdown on the hard shoulder?,no,Build up speed on the hard shoulder before looking for a safe gap in the traffic,no,Move straight out into the left-hand lane as you are not allowed to drive on the hard shoulder,no,Wait until a vehicle in the left-hand lane signals to you that it's safe to rejoin,no,Keep your hazard lights flashing until you have safely rejoined the carriageway,no,A
426,9,Motorway rules,35,You're on a smart motorway. What does it mean when a mandatory speed limit is displayed above the hard shoulder?,yes,You shouldn't travel in this lane,no,The hard shoulder can be used as a running lane,no,You can park on the hard shoulder if you feel tired,no,You can pull up in this lane to answer a mobile phone,no,B
427,9,Motorway rules,36,How do smart motorways prevent traffic bunching?,no,By using higher speed limits,no,By using advisory speed limits,no,By using minium speed limits,no,By using variable speed limits,no,D
428,9,Motorway rules,37,What helps to reduce traffic bunching on a motorway?,no,Variable speed limits,no,Contraflow systems,no,National speed limits,no,Lane closures,no,A
429,9,Motorway rules,38,When may you stop on a motorway?,no,If you have to read a map,no,When you're tired and need a rest,no,If your mobile phone rings,no,In an emergency or breakdown,no,D
430,9,Motorway rules,39,What's the national speed limit for a car or motorcycle on a motorway?,no,50 mph,no,60 mph,no,70 mph,no,80 mph,no,C
431,9,Motorway rules,40,You stop on the hard shoulder of a motorway and use the emergency telephong. Where's the best place to wait for help to arrive?,no,Next to the phone,no,Well away from the carriageway,no,With your vehicle,no,On the hard shoulder,no,B
432,9,Motorway rules,41,You're on a motorway. What must you do if there's a red cross showing above every lane?,yes,Pull onto the hard shoulder,no,Slow down and watch for further signals,no,Leave at the next exit,no,Stop and wait,no,D
433,9,Motorway rules,42,You're on a smart motorway. What does it mean if a red cross is showing above the hard shoulder and mandatory speed limits above all other lanes?,yes,The hard shoulder can be used as a rest area if you feel tired,no,The hard shoulder is for emergency or breakdown use only,no,The hard shoulder can be used as a normal running lane,no,The hard shoulder has a speed limit of 50 mph,no,B
434,9,Motorway rules,43,"On a smart motorway, what does this sign mean?",yes,Use any lane except the hard shoulder,no,Use the hard shoulder only,no,Use the three right-hand lanes only,no,"Use all the lanes, including the hard shoulder",no,D
435,9,Motorway rules,44,Where should you stop to rest if you feel tired while you're travelling along a motorway?,no,On the hard shoulder,no,At the nearest service area,no,On a slip road,no,On the central reservation,no,B
436,9,Motorway rules,45,What's the speed limit for a car towing a trailer on a motorway?,no,40 mph,no,50 mph,no,60 mph,no,70 mph,no,C
437,9,Motorway rules,46,When should you use the left-hand lane of a motorway?,yes,When your vehicle breaks down,no,When you're overtaking slower traffic in the other lanes,no,When you're making a phone call,no,When the road ahead is clear,no,D
438,9,Motorway rules,47,You're driving on a motorway and have to slow down suddenly due to a hazard ahead. How can you warn drivers behind of the hazard?,no,Switch on your hazard warning lights,no,Switch on your headlights,no,Sound your horn,no,Flash your headlights,no,A
439,9,Motorway rules,48,Your car gets a puncture while you're driving on the motorway. What should you do when you've stopped on the hard shoulder?,no,Carefully change the wheel yourself,no,Use an emergency telephone and call for help,no,Try to wave down another vehicle for help,no,Only change the wheel if you have a passenger to help you,no,B
440,9,Motorway rules,49,What should you do if you're driving on a motorway and you miss the exit that you wanted to take?,no,Carefully reverse along the hard shoulder,no,Carry on to the next exit,no,Carefully reverse in the left-hand lane,no,Make a U-turn at the next gap in the central reservation,no,B
441,9,Motorway rules,50,Your vehicle has broken down on a motorway. What should you do if you aren't able to get onto the hard shoulder?,no,Switch on your hazard warning lights,no,Stop the traffic behind and ask for help,no,Attempt to repair your vehicle quickly,no,Stand behind your vehicle to warn others,no,A
442,9,Motorway rules,51,Why is it particularly important to check your vehicle before making a long motorway journey?,no,You'll have to do more harsh braking on motorways,no,Motorway services areas don't deal with breakdowns,no,The road surface will wear down the tyres faster,no,Continuous high speeds increase the risk of your vehicle breaking down,no,D
443,9,Motorway rules,52,You're driving on a motorway. What does it mean if the car in front shows its hazard warning lights for a short time?,no,The driver wants you to overtake,no,The other car is going to change lanes,no,Traffic ahead is slowing or stopping suddenly,no,There's a police speed check ahead,no,C
444,9,Motorway rules,53,You're driving on the motorway. Which lane should you get into well before you reach your exit?,no,The middle lane,no,The left-hand lane,no,The hard shoulder,no,The right-hand lane,no,B
445,9,Motorway rules,54,What restrictions apply to people who have a provisional driving licence?,no,They can't drive over 30 mph,no,They can't drive at night,no,They can't drive unaccompanied,no,They can't drive with more than one passenger,no,C
446,9,Motorway rules,55,Your vehicle breaks down on a motorway and you manage to stop on the hard shoulder. What should you do if you use your mobile phone to call for help?,no,Stand at the rear of the vehicle while making the call,no,Phone a friend and ask them to come and collect you,no,Wait in the car for the emergency services to arrive,no,Check your location from the nearest marker posts beside the hard shoulder,no,D
447,9,Motorway rules,56,You're towing a trailer along a three-lane motorway. When may you use the right-hand lane?,no,When there are lane closures,no,When there's slow-moving traffic,no,When you can maintain a high speed,no,When large vehicles are in the left and centre lanes,no,A
448,9,Motorway rules,57,What would you expect to find at a contraflow system on a motorway?,no,Temporary traffic lights,no,Lower speed limits,no,Wider lanes than normal,no,Road humps,no,B
449,10,Rules of the road,1,What's the meaning of this sign?,yes,Local speed limit applies,no,No waiting on the carriageway,no,National speed limit applies,no,No entry for vehicles,no,C
450,10,Rules of the road,2,What's the national speed limit for cars and motorcycles on a dual carriageway?,no,30 mph,no,50 mph,no,60 mph,no,70 mph,no,D
451,10,Rules of the road,3,There are no speed-limit signs on the road. How is a 30 mph limit generally indicated?,no,By hazard warning lines,no,By street lighting,no,By pedestrian islands,no,By double or single yellow lines,no,B
452,10,Rules of the road,4,What will the speed limit usually be where you can see street lights but no speed-limit signs?,no,30 mph,no,40 mph,no,50 mph,no,60 mph,no,A
453,10,Rules of the road,5,What does this sign mean?,yes,Minium speed 30 mph,no,End of maximum speed,no,End of minimum speed,no,Maximum speed 30 mph,no,C
454,10,Rules of the road,6,What should you do if you want to overtake a tractor but aren't sure that it's safe?,no,Follow another vehicle as it overtakes the tractor,no,Sound your horn to make the tractor driver pull over,no,"Speed past, flashing your light at oncoming traffic",no,Stay behind it if you're in any doubt,no,D
455,10,Rules of the road,7,Which vehicle is most likely to take an unusual course at a roundabout?,no,Estate car,no,Milk float,no,Delivery van,no,Long vehicle,no,D
456,10,Rules of the road,8,When may you stop on a clearway?,no,Never,no,When it's busy,no,In the rush hour,no,During daylight hours,no,A
457,10,Rules of the road,9,What's the meaning of this sign?,yes,No entry,no,Waiting restrictions,no,National speed limit,no,School crossing patrol,no,B
458,10,Rules of the road,10,You're looking for somewhere to park at night. When may you park on the right-hand side of the road?,no,When you're in a one-way street,no,When you have you sidelights on,no,When you're more than 10 metres (32 feet) from a junction,no,When you're under a lamppost,no,A
459,10,Rules of the road,11,When should you use the right-hand lane of a three-lane dual carriageway?,yes,When you're overtaking only,no,When you're overtaking or turning light,no,When you're using cruise control,no,When you're turning right only,no,B
460,10,Rules of the road,12,"You're approaching a busy junction. What should you do when, at the last moment, you realise you're in the wrong lane?",no,Continue in that lane,no,Force your way into the lane you need,no,Stop until the area has cleared,no,Use arm signals to help you change lane,no,A
461,10,Rules of the road,13,Where may you overtake on a one-way street?,no,Only on the left-hand side,no,Overtaking isn't allowed,no,Only on the right-hand side,no,On either the right or the left,no,D
462,10,Rules of the road,14,What signal should you give when you're going straight ahead at a roundabout?,no,Signal left before leaving the roundabout,no,Don't signal at any time,no,Signal right when you're approaching the roundabout,no,Signal left when you're approaching the roundabout,no,A
463,10,Rules of the road,15,Which vehicle might have to take a different course from normal at a roundabout?,no,Sports car,no,Van,no,Estate car,no,Long vehicle,no,D
464,10,Rules of the road,16,When may you enter a box junction?,yes,When there are fewer than two vehicles ahead,no,When signalled by another road user,no,When your exit road is clear,no,When traffic signs direct you,no,C
465,10,Rules of the road,17,When may you stop and wait in a box junction?,yes,When oncoming traffic prevents you from turning right,no,When you're in a queue of traffic turning left,no,When you're in a queue of traffic going ahead,no,When you're on a roundabout,no,A
466,10,Rules of the road,18,Who is authorised to signal you to stop?,no,A motorcyclist,no,A pedestrian,no,A police officer,no,A bus driver,no,C
467,10,Rules of the road,19,What should you do if you see a pedestrian waiting at a zebra crossing?,no,Go on quickly before they step onto the crossing,no,Stop before you reach the zigzag lines and let them cross,no,Be ready to slow down or stop to let them cross,no,Ignore them as they're still on the pavement,no,C
468,10,Rules of the road,20,Which road users benefit from toucan crossing?,no,Car drivers and motorcyclists,no,Cyclists and pedestrians,no,Bus and lorry drivers,no,Tram and train drivers,no,B
469,10,Rules of the road,21,You're waiting at a pelican crossing. What does it mean when the red light changes to flashing amber?,no,Give way to pedestrians on the crossing,no,Move off immediately without any hestation,no,Wait for the green light before moving off,no,Get ready and go when the continuous amber light shows,no,A
470,10,Rules of the road,22,You see these double white lines along the centre of the road. When may you park on the left,yes,If the line nearest to you is broken,no,When there are no yellow lines,no,To pick up or set down passengers,no,During daylight hours only,no,C
471,10,Rules of the road,23,You’re turning right at a crossroads. An oncoming driver is also turning right. What's the advantage of turning behind the oncoming vehicle?,no,You'll have a clearer view of any approaching traffic,no,You'll use less fuel because you can stay in a higher gear,no,You'll have more time to turn,no,You'll be able to turn without stopping,no,A
472,10,Rules of the road,24,You're travelling along a residential street. There are parked vehicles on the left-hand side. Why should you keep your speed down?,no,So that oncoming traffic can see you more clearly,no,You may set off car alarms,no,There may be delivery lorries on the street,no,Children may run out from between the vehicles,no,D
473,10,Rules of the road,25,What should you do when there's an obstruction on your side of the road?,no,"Carry on, as you have priority",no,Give way to oncoming traffic,no,Wave oncoming vehicles through,no,Accelerate to get past first,no,B
474,10,Rules of the road,26,When would you use the right-hand lane of a two-lane dual carriageway?,no,When you're turning right or overtaking,no,When you're passing a side road on the left,no,When you're staying at the minimum allowed speed,no,When you're travelling at a constant high speed,no,A
475,10,Rules of the road,27,Who has priority at an unmarked crossroad?,no,The larger vehicle,no,No-one has priority,no,The faster vehicle,no,The smaller vehicle,no,B
476,10,Rules of the road,28,What's the nearest you may park to a junction?,no,10 metres (32 feet),no,12 metres (39 feet),no,15 metres (49 feet),no,20 metres (66 feet),no,A
477,10,Rules of the road,29,You’re looking for somewhere to safely park your vehicle. Where would you choose to park?,no,At or near a bus stop,no,In a designated parking space,no,Near the brow of a hill,no,On the approach to a level crossing,no,B
478,10,Rules of the road,30,You're waiting at a level crossing. What must you do if a train passes but the lights keep flashing?,no,Carry on waiting,no,Phone the signal operator,no,Edge over the stop line and look for trains,no,Park and investigate,no,A
479,10,Rules of the road,31,What does this sign mean?,yes,No through road,no,End of traffic-calming zone,no,Free-parking zone ends,no,End of controlled parking zone,no,D
480,10,Rules of the road,32,What must you do if you come across roadworks that have a temporary speed limit displayed?,no,Obey the speed limit,no,"Obey the limit, but only during rush hour",no,Ignore the displayed limit,no,Use your own judgment; the limit is only advisory,no,A
481,10,Rules of the road,33,You're in a built-up area at night and the road is well lit. Why should you use dipped headlights?,no,So that you can see further along the road,no,So tha you can go at a much faster speed,no,So that you can switch to main beam quickly,no,So that you can be easily seen by others,no,D
482,10,Rules of the road,34,You're turning right from a main road into a side road. There's no oncoming traffic. What should you do if pedestrians are standing on the pavement waiting to cross the side road?,no,Turn in because the pedestrians are safe on the pavement,no,"Wave at the pedestrians, inviting them to cross the road",no,Wait and gave way to the pedestrians,no,Sound your horn to alert the pedestrians to your presence,no,C
483,10,Rules of the road,35,What's the national speed limit on a single carriageway road for cars and motorcycles?,no,30 mph,no,50 mph,no,60 mph,no,70 mph,no,C
484,10,Rules of the road,36,What should you do when you park at night on a road that has a 40 mph speed limit?,no,Park facing the traffic,no,Leave parking lights swtiched on,no,Leave dipped headlights switched on,no,Park near a street light,no,B
485,10,Rules of the road,37,Where will you see these red and white markers?,yes,Approaching the end of a motorway,no,Approaching a concealed level crossing,no,Approaching a concealed speed-limit sign,no,Approaching the end of a dual carriageway,no,B
486,10,Rules of the road,38,You're travelling on a motorway in England. When must you stop your vehicle?,no,When signalled to stop by a roadworks supervisor,no,When signalled to stop by a traffic officer,no,When signalled to stop by a pedestrian on the hard shoulder,no,When signalled to stop by a driver who has broken down,no,B
487,10,Rules of the road,39,How should you signal if you're going straight ahead at a roundabout?,no,Signal right on the approach and then left to leave the roundabout,no,Signal left after you leave the roundabout and enter the new road,no,Signal right on the approach to the roundabout and keep the signal on,no,Signal left just after you pass the exit before the one you're going to lake,no,D
488,10,Rules of the road,40,When may you frive over a pavement?,no,To overtake slow-moving traffic,no,When the pavement is very wide,no,If there are no pedestrians nearby,no,To gain access to a property,no,D
489,10,Rules of the road,41,A single carriageway road has this sign. What's the maximum permitted speed for a car towing a trailer?,yes,30 mph,no,40 mpn,no,50 mph,no,60 mph,no,C
490,10,Rules of the road,42,What’s the speed limit for a car towing a caravan on a dual carriageway?,yes,50 mph,no,40 mph,no,70 mph,no,60 mph,no,D
491,10,Rules of the road,43,You want to park and you see this sign. What should you do on the days and times shown?,yes,Park in a bay and not pay,no,Park on yellow lines and pay,no,Park on yellow lines and not pay,no,Park in a bay and pay,no,D
492,10,Rules of the road,44,"A cycle lane, marked by a solid white line, is in operation. What does this mean for car drivers?",yes,They may park in the lane,no,They may drive in the lane at any time,no,They may use the lane when necessary,no,They mustn't drive along the lane,no,D
493,10,Rules of the road,45,You're going to turn left from a main road into a minor road. What should you do as you approach the junction?,no,Kepp just left of the middle of the road,no,Keep in the middle of the road,no,Swing out to the right just before turning,no,Keep well to the left of the road,no,D
494,10,Rules of the road,46,You're waiting at a level crossing. What should you do if the red warning lights continue to flash after a train has passed by?,yes,Get out and investigae,no,Telephone the signal operator,no,Continue to wait,no,Drive across carefully,no,C
495,10,Rules of the road,47,What should you do if the amber lights come on and a warning sounds while you're driving over a level crossing?,yes,Get everyone out of the vehicle immediately,no,Stop and reverse back to clear the crossing,no,Keep going and clear the crossing,no,Stop immediately and use your hazard warning lights,no,C
496,10,Rules of the road,48,You're driving on a busy main road. What should you do if you find that you're driving in the wrong direction?,no,Turn into a side road on the right and reverse into the main road,no,Make a U-turn in the main road,no,Make a 'three-point' turn in the main road,no,Turn around in a side road,no,D
497,10,Rules of the road,49,When may you drive without wearing your seat belt?,no,When you're carrying out a manoeuvre that includes reversing,no,When you're moving off on a hill,no,When you're testing your brakes,no,When you're driving slowly in queuing traffic,no,A
498,10,Rules of the road,50,How far are you allowed to reverse?,no,No further than is necessary,no,No more than a car's length,no,As far as it takes to reverse around a corner,no,The length of a residential street,no,A
499,10,Rules of the road,51,What should you do when you're unsure whether it's safe to reverse your vehicle?,no,Sound your horn,no,Rev your engine,no,Get out and check,no,Reverse slowly,no,C
500,10,Rules of the road,52,Why could it be dangerous to reverse from a side road into a main road?,no,Your reverse sensors will beep,no,Your view will be restricted,no,Your reversing lights will be hidden,no,Your mirrors will need adjusting,no,B
501,10,Rules of the road,53,You want to turn right at a box junction. What should you do if there's oncoming traffic?,no,Wait in the box junction if your exit if clear,no,Wait before the junction until it's clear of all traffic,no,Drive on; you can't turn right at a box junction,no,Drive slowly into the box junction when signalled by oncoming traffic,no,A
502,10,Rules of the road,54,You're reversing into a side road. When would your vehicle be the greatest hazard to passing traffic?,no,After you've completed the manoeuvre,no,Just before you begin to manoeuvre,no,After you've entered the side road,no,When the front of your vehicle swings out,no,D
503,10,Rules of the road,55,Where's the safetest place to park your vehicle at night?,no,In a garage,no,On a busy road,no,In a quiet car park,no,Near a red route,no,A
504,10,Rules of the road,56,When may you stop on an urban clearway?,no,To set down and pick up passengers,no,To use a mobile telephone,no,To ask for directions,no,To load or unload goods,no,A
505,10,Rules of the road,57,You're looking for somewhere to park your vehicle. What should you do if the only free spaces are marked for disabled drivers?,no,Use one of these spaces,no,Park in one of these spaces but stay with your vehicle,no,Use one of the spaces as long as one is kept free,no,Wait for a regular parking space to become free,no,D
506,10,Rules of the road,58,You're on a road that's only wide enough for one vehicle. What should you do if a car is coming towards you?,no,Pull into a passing place on your right,no,Force the other driver to reverse,no,Pull into a passing place if your vehicle is wider,no,Pull into a passing place on your left,no,D
507,10,Rules of the road,59,You're driving at night with your headlights on main beam. A vehicle is overtaking you. When should you dip your headlights?,no,Some time after the vehicle has passed you,no,Before the vehicle starts to pass you,no,Only if the other driver dips their headlights,no,As soon as the vehicle passes you,no,D
508,10,Rules of the road,60,When may you drive a car in this bus lane?,yes,Outside its hours of operation,no,To get to the front of a traffic queue,no,You may not use it at any time,no,To overtake slow-moving traffic,no,A
509,10,Rules of the road,61,"Other than direction indicators, how can you give signals to other road users?",no,By using brake lights,no,By using sidelights,no,By using fog lights,no,By using interior lights,no,A
510,10,Rules of the road,62,You're parked in a busy high street. What's the safest way yo trun your vehicle around so you can drive in the opposite direction?,no,Turn around in a quiet side road,no,Drive into a side road and reverse out into the main road,no,Ask someone to stop the traffic,no,Carry out a U-turn,no,A
511,10,Rules of the road,63,Where should you park your vehicle at night?,no,Near a police station,no,In a quiet road,no,On a red route,no,In a well-lit area,no,D
512,10,Rules of the road,64,You're driving in the right-hand lane of a dual carriageway. What should you do if you see a sign showing that the right-hand lane is closed 800 yards ahead?,yes,Kepp in that lane until you reach the queue,no,Move to the left immediately,no,Wait and see which lane is moving faster,no,Move to the left in good time,no,D
513,10,Rules of the road,65,You're driving on a road that has a cycle lane. What does it mean if the lane is marked by a broken white line?,yes,You shouldn't drive in the lane unless it's unavoidable,no,There's a reduced speed limit for motor vehicles using the lane,no,Cyclists can travel in both directions in that lanes,no,The lane must be used by motorcyclists in heavy traffic,no,A
514,10,Rules of the road,66,When are you allowed to park in a parking bay for disabled drivers?,yes,When you have a Blue Badge,no,When you have a wheelchair,no,When you have an advanced driver certificate,no,When you have an adapted vehicle,no,A
515,10,Rules of the road,67,When mus you stop your vehicle?,no,If you're involved in an incident that causes damage or injury,no,At a junction where there are 'give way' lines,no,At the end of a one-way street,no,Before merging onto a motorway,no,A
516,11,Road and traffic signs,1,How can you identify traffic signs that give orders?,no,They're rectangular with a yellow border,no,They're triangular with a blue border,no,They're square with a brown border,no,They're circular with a red border,no,D
517,11,Road and traffic signs,2,What shape are traffic signs giving orders?,no,,yes,,yes,,yes,,yes,D
518,11,Road and traffic signs,3,Which type of sign tells you what you must not do?,no,,yes,,yes,,yes,,yes,A
519,11,Road and traffic signs,4,What does this sign mean?,yes,Maximum speed limit with traffic calming,no,Minimum speed limit with traffic calming,no,20 cars only' parking zone,no,Only 20 cars allowed at any one time,no,A
520,11,Road and traffic signs,5,What does this sign mean?,yes,New speed limit 20 mph,no,No vehicles over 30 tonnes,no,Minimum speed limit 30 mph,no,End of 20 mph zone,no,D
521,11,Road and traffic signs,6,What does this sign mean?,yes,No overtaking,no,No motor vehicles,no,Clearway (no stopping),no,cars and motorcycles only,no,B
522,11,Road and traffic signs,7,What does this sign mean?,yes,No parking,no,No road markings,no,No through road,no,No entry,no,D
523,11,Road and traffic signs,8,What does this sign mean?,yes,Bend to the right,no,Road on the right closed,no,No traffic from the right,no,No right turn,no,D
524,11,Road and traffic signs,9,Which sign means 'no entry'?,no,,yes,,yes,,yes,,yes,D
525,11,Road and traffic signs,10,What does this sign mean?,yes,Route for trams only,no,Route for buses only,no,Parking for buses only,no,Parking for trams only,no,A
526,11,Road and traffic signs,11,Which type of vehicle does this sign apply to?,yes,Wide vehicles,no,Long vehicles,no,high vehicles,no,Heavy vehicles,no,C
527,11,Road and traffic signs,12,Which sign means no motor vehicles allowed?,no,,yes,,yes,,yes,,yes,B
528,11,Road and traffic signs,13,What does this sign mean?,yes,You have priority,no,No motor vehicles,no,Two-way traffic,no,No overtaking,no,D
529,11,Road and traffic signs,14,What does this sign mean?,yes,Waiting restrictions apply,no,Waiting permitted,no,National speed limit applies,no,Clearway (no stopping),no,A
530,11,Road and traffic signs,15,What does this sign mean?,yes,End of restricted speed area,no,End of restricted parking area,no,End of clearway,no,End of cycle route,no,B
531,11,Road and traffic signs,16,Which sign means 'no stopping'?,no,,yes,,yes,,yes,,yes,B
532,11,Road and traffic signs,17,What does this sign mean?,yes,National speed limit applies,no,Waiting restrictionsm apply,no,No stopping,no,No entry,no,C
533,11,Road and traffic signs,18,What does this sign mean?,yes,Distance to parking place ahead,no,Distance to public telephone ahead,no,Distance to public house ahead,no,Distance to passing place ahead,no,A
534,11,Road and traffic signs,19,What does this sign mean?,yes,Vehicles may not park on the verge or footway,no,Vehicles may park on the left-hand side of the road only,no,Vehicles may park fully on the verge or footway,no,Vehicles may park on the right-hand side of the road only,no,C
535,11,Road and traffic signs,20,What does this traffic sign mean?,yes,No overtaking allowed,no,give priority to oncoming traffic,no,Two-way traffic,no,One-way traffic only,no,B
536,11,Road and traffic signs,21,What's the meaning of this traffic sign?,yes,End of two-way road,no,Give priority to vehicles coming towards you,no,You have priority over vehicles coming towards you,no,Bus lane ahead,no,C
537,11,Road and traffic signs,22,What shape is a 'stop' sign?,no,,yes,,yes,,yes,,yes,D
538,11,Road and traffic signs,23,"In winter, road signs can become covered by snow. What does this sign mean?",yes,Crossroads,no,Give way,no,Stop,no,Turn right,no,C
